K,n,error,error.ssc,error.mm
2,4096,2.44140625e-4,0.320556640625,0.063720703125
2,4096,0,0.10009765625,0.056884765625
2,4096,2.44140625e-4,0.01318359375,0.0634765625
2,4096,0,0.0869140625,0.06640625
2,4096,0,0.011474609375,0.0478515625
2,4096,0,0.31396484375,0.05322265625
2,4096,0,0.073486328125,0.056884765625
2,4096,0,0.057373046875,0.065185546875
2,4096,0.1982421875,0.1611328125,0.05908203125
2,4096,0,0.0771484375,0.062255859375
2,4096,0,0.179443359375,0.056640625
2,4096,0,0.062744140625,0.055908203125
2,4096,0,0.0146484375,0.05615234375
2,4096,0,0.158203125,0.05224609375
2,4096,0,0.001220703125,0.056396484375
2,4096,2.44140625e-4,0.027099609375,0.05322265625
2,4096,0,0.01171875,0.06787109375
2,4096,2.44140625e-4,0.029541015625,0.052978515625
2,4096,0,0.061279296875,0.058837890625
2,4096,0,0.234130859375,0.0537109375
2,4096,0,0.024169921875,0.06201171875
2,4096,0,0.031005859375,0.060546875
2,4096,0,0.156494140625,0.056884765625
2,4096,0,0.001220703125,0.0556640625
2,4096,9.765625e-4,0.02587890625,0.0615234375
2,4096,0,0.031494140625,0.054443359375
2,4096,0.155029296875,0.00341796875,0.053466796875
2,4096,0,0.00537109375,0.058349609375
2,4096,0,0.12060546875,0.05517578125
2,4096,0,0.002197265625,0.0537109375
2,4096,0,0.00341796875,0.064208984375
2,4096,2.44140625e-4,0.2021484375,0.066162109375
2,4096,2.44140625e-4,0.22607421875,0.052001953125
2,4096,2.44140625e-4,0.00244140625,0.053955078125
2,4096,0,0.1083984375,0.062255859375
2,4096,0,0.09033203125,0.052978515625
2,4096,2.44140625e-4,0.09912109375,0.061279296875
2,4096,2.44140625e-4,0.055419921875,0.059326171875
2,4096,0,0.125,0.0546875
2,4096,0,0.03662109375,0.05859375
2,4096,0,0.027099609375,0.060791015625
2,4096,0,0.117919921875,0.05615234375
2,2048,0.21533203125,0.03662109375,0.06494140625
2,2048,0,0.00830078125,0.06884765625
2,2048,0.2021484375,0.02587890625,0.060546875
2,2048,0,0.005859375,0.0556640625
2,2048,4.8828125e-4,0.08544921875,0.0498046875
2,2048,0,0.23046875,0.06103515625
2,2048,4.8828125e-4,0.02001953125,0.052734375
2,2048,4.8828125e-4,0.01611328125,0.05517578125
2,2048,0.00146484375,0.0126953125,0.0595703125
2,2048,9.765625e-4,0.00439453125,0.068359375
2,2048,0.18603515625,0.14892578125,0.05712890625
2,2048,9.765625e-4,0.03955078125,0.05126953125
2,2048,0,0.0927734375,0.052734375
2,2048,0,0.01708984375,0.05810546875
2,2048,4.8828125e-4,0.0927734375,0.06298828125
2,2048,0,0.0439453125,0.06103515625
2,2048,4.8828125e-4,0.16357421875,0.05126953125
2,2048,0,0.07861328125,0.05029296875
2,2048,4.8828125e-4,0.0078125,0.0615234375
2,2048,0,0.0205078125,0.046875
2,2048,0.2099609375,0.03125,0.05517578125
2,2048,0,0.001953125,0.048828125
2,2048,0.2138671875,0.00732421875,0.064453125
2,2048,4.8828125e-4,0.1845703125,0.05322265625
2,2048,0,0.021484375,0.05419921875
2,2048,9.765625e-4,0.00830078125,0.056640625
2,2048,0,0.03564453125,0.05224609375
2,2048,0,0.02197265625,0.05029296875
2,2048,0,0.17041015625,0.05078125
2,2048,0,0.0166015625,0.064453125
2,2048,0,0.02880859375,0.04638671875
2,2048,0,0.16552734375,0.064453125
2,2048,4.8828125e-4,0.15283203125,0.06201171875
2,2048,0.2158203125,0.0048828125,0.07373046875
2,2048,0,0.13525390625,0.0556640625
2,2048,0,0.0029296875,0.05126953125
2,2048,0.22314453125,0.01513671875,0.06298828125
2,2048,0.21923828125,0.10302734375,0.0625
2,2048,4.8828125e-4,0,0.0576171875
2,2048,4.8828125e-4,0.10791015625,0.06103515625
2,2048,0.20849609375,0.31298828125,0.06103515625
2,2048,9.765625e-4,0.06201171875,0.0556640625
2,2048,4.8828125e-4,0.0673828125,0.0478515625
2,2048,4.8828125e-4,0.03759765625,0.04638671875
2,2048,0,0.27490234375,0.0537109375
2,2048,0,0.0068359375,0.04443359375
2,2048,0.193359375,0.02978515625,0.06396484375
2,2048,0,0.01904296875,0.044921875
2,2048,4.8828125e-4,0.02099609375,0.06396484375
2,2048,0,0.0078125,0.05810546875
2,1024,0.2919921875,0.0029296875,0.0458984375
2,1024,0,0.0751953125,0.0537109375
2,1024,9.765625e-4,0.02734375,0.048828125
2,1024,0.001953125,0.17578125,0.052734375
2,1024,0,0.0390625,0.0556640625
2,1024,0.001953125,0.009765625,0.060546875
2,1024,0.20703125,0.00390625,0.0615234375
2,1024,0.001953125,0.0419921875,0.0595703125
2,1024,9.765625e-4,0.0068359375,0.0537109375
2,1024,0.00390625,0.076171875,0.060546875
2,1024,0,0.076171875,0.0693359375
2,1024,0.001953125,0.0712890625,0.0517578125
2,1024,0.001953125,0.0927734375,0.0498046875
2,1024,0.3173828125,0.1171875,0.052734375
2,1024,0,0.0341796875,0.0595703125
2,1024,9.765625e-4,0.10546875,0.052734375
2,1024,0.00390625,0.0068359375,0.0380859375
2,1024,0.001953125,0.294921875,0.0634765625
2,1024,0.00390625,0.0234375,0.076171875
2,1024,9.765625e-4,0.1376953125,0.060546875
2,1024,0,0.005859375,0.05078125
2,1024,0.00390625,0.0087890625,0.0478515625
2,1024,9.765625e-4,0.033203125,0.06640625
2,1024,0,0.0810546875,0.068359375
2,1024,0.0029296875,0.0966796875,0.0595703125
2,1024,9.765625e-4,0.05859375,0.0625
2,1024,9.765625e-4,0.2119140625,0.05078125
2,1024,0.0029296875,0.0205078125,0.0576171875
2,1024,9.765625e-4,0.0029296875,0.0654296875
2,1024,0.212890625,0.001953125,0.060546875
2,1024,0,0.3154296875,0.0556640625
2,1024,9.765625e-4,0.078125,0.0634765625
2,1024,0,0.0634765625,0.0732421875
2,1024,9.765625e-4,0.1748046875,0.05859375
2,1024,0.0029296875,0.134765625,0.0595703125
2,1024,0.0029296875,0.115234375,0.056640625
2,1024,0.0029296875,0.267578125,0.0625
2,1024,0,0.017578125,0.060546875
2,1024,0,0.0498046875,0.046875
2,1024,9.765625e-4,0.130859375,0.06640625
2,1024,0.2333984375,0.0595703125,0.0498046875
2,1024,9.765625e-4,0.0166015625,0.0556640625
2,1024,0.00390625,0.00390625,0.0556640625
2,1024,0.234375,0.2587890625,0.048828125
2,1024,0.0029296875,0.00390625,0.05078125
2,1024,0,0.0068359375,0.068359375
2,1024,9.765625e-4,0.0341796875,0.046875
2,1024,0,0.0185546875,0.0556640625
2,1024,9.765625e-4,0.0078125,0.05859375
2,1024,0.0029296875,0.111328125,0.0625
2,512,0.0078125,0.033203125,0.0625
2,512,0.005859375,0.126953125,0.046875
2,512,0.251953125,0.06640625,0.0625
2,512,0.005859375,0.248046875,0.060546875
2,512,0.17578125,0.02734375,0.05859375
2,512,0.26171875,0.052734375,0.078125
2,512,0,0.041015625,0.072265625
2,512,0.236328125,0.1875,0.046875
2,512,0.33984375,0.09375,0.0625
2,512,0.228515625,0.107421875,0.05859375
2,512,0.005859375,0.07421875,0.052734375
2,512,0.21484375,0.0078125,0.060546875
2,512,0.232421875,0.26953125,0.056640625
2,512,0.236328125,0.099609375,0.056640625
2,512,0.00390625,0.0234375,0.044921875
2,512,0.009765625,0.2109375,0.056640625
2,512,0.005859375,0.1171875,0.05859375
2,512,0.25390625,0.142578125,0.04296875
2,512,0.001953125,0.005859375,0.0625
2,512,0.28515625,0.08203125,0.078125
2,512,0.26171875,0.0234375,0.04296875
2,512,0.224609375,0.017578125,0.068359375
2,512,0.2265625,0.017578125,0.099609375
2,512,0.0078125,0.1875,0.052734375
2,512,0.00390625,0.060546875,0.064453125
2,512,0.193359375,0.017578125,0.0546875
2,512,0.21875,0.056640625,0.08984375
2,512,0.263671875,0.017578125,0.05078125
2,512,0.275390625,0.06640625,0.072265625
2,512,0.005859375,0.087890625,0.05859375
2,512,0.005859375,0.015625,0.052734375
2,512,0.265625,0.171875,0.048828125
2,512,0.251953125,0.0546875,0.0546875
2,512,0.005859375,0.091796875,0.05078125
2,512,0.009765625,0.3359375,0.044921875
2,512,0.279296875,0.177734375,0.048828125
2,512,0.255859375,0.134765625,0.056640625
2,512,0.001953125,0.369140625,0.041015625
2,512,0.24609375,0.01171875,0.044921875
2,512,0.224609375,0.015625,0.056640625
2,512,0.212890625,0.16796875,0.05078125
2,512,0.0078125,0.177734375,0.0546875
2,512,0.005859375,0.0546875,0.037109375
2,512,0.236328125,0.287109375,0.0546875
2,512,0.01171875,0.064453125,0.05859375
2,512,0.2421875,0.05859375,0.052734375
2,512,0.009765625,0.037109375,0.056640625
2,512,0.21484375,0.3125,0.05078125
2,512,0.0078125,0.009765625,0.06640625
2,512,0.2890625,0.1875,0.07421875
2,256,0.0390625,0.1640625,0.0625
2,256,0.015625,0.2734375,0.06640625
2,256,0.04296875,0.1015625,0.0546875
2,256,0.0390625,0.078125,0.0390625
2,256,0.03515625,0.2265625,0.0390625
2,256,0.05859375,0.1171875,0.0390625
2,256,0.04296875,0.23046875,0.078125
2,256,0.30078125,0.03125,0.0703125
2,256,0.06640625,0.203125,0.0390625
2,256,0.02734375,0.015625,0.05078125
2,256,0.265625,0.109375,0.04296875
2,256,0.04296875,0.0546875,0.0546875
2,256,0.05859375,0.16015625,0.07421875
2,256,0.01953125,0.1171875,0.046875
2,256,0.0234375,0.078125,0.046875
2,256,0.30859375,0.0703125,0.05859375
2,256,0.01953125,0.0859375,0.03515625
2,256,0.03515625,0.03515625,0.05078125
2,256,0.02734375,0.30078125,0.07421875
2,256,0.02734375,0.05078125,0.06640625
2,256,0.02734375,0.10546875,0.07421875
2,256,0.0390625,0.19140625,0.02734375
2,256,0.05078125,0.0625,0.0390625
2,256,0.01953125,0.05078125,0.05078125
2,256,0.1875,0.03125,0.046875
2,256,0.28125,0.17578125,0.046875
2,256,0.04296875,0.04296875,0.06640625
2,256,0.32421875,0.13671875,0.046875
2,256,0.03125,0.1484375,0.08203125
2,256,0.23828125,0.1796875,0.0390625
2,256,0.2265625,0.33984375,0.07421875
2,256,0.05078125,0.15625,0.09375
2,256,0.2109375,0.2265625,0.05859375
2,256,0.2109375,0.02734375,0.03515625
2,256,0.03515625,0.30859375,0.07421875
2,256,0.01171875,0.0859375,0.04296875
2,256,0.06640625,0.0390625,0.0625
2,256,0.04296875,0.35546875,0.05078125
2,256,0.046875,0.109375,0.03125
2,256,0.01953125,0.03515625,0.0390625
2,256,0.2734375,0.14453125,0.04296875
2,256,0.1875,0.10546875,0.0625
2,256,0.01953125,0.1171875,0.0703125
2,256,0.0078125,0.06640625,0.05078125
2,256,0.046875,0.1015625,0.08984375
2,256,0.19140625,0.1015625,0.06640625
2,256,0.01171875,0.33203125,0.04296875
2,256,0.0234375,0.04296875,0.08984375
2,256,0.015625,0.0234375,0.0625
2,256,0.21875,0.265625,0.04296875
2,128,0.09375,0.359375,0.0859375
2,128,0.046875,0.2265625,0.046875
2,128,0.03125,0.1953125,0.0859375
2,128,0.03125,0.125,0.0390625
2,128,0.09375,0.078125,0.109375
2,128,0.0546875,0.15625,0.0703125
2,128,0.0390625,0.1171875,0.078125
2,128,0.0703125,0.1328125,0.0859375
2,128,0.0390625,0.1484375,0.0546875
2,128,0.03125,0.140625,0.0625
2,128,0.0703125,0.1484375,0.0546875
2,128,0.0703125,0.2578125,0.046875
2,128,0.0390625,0.140625,0.0625
2,128,0.0625,0.15625,0.0859375
2,128,0.046875,0.34375,0.078125
2,128,0.0703125,0.3671875,0.09375
2,128,0.078125,0.25,0.0546875
2,128,0.046875,0.34375,0.03125
2,128,0.0625,0.203125,0.0625
2,128,0.328125,0.046875,0.0390625
2,128,0.0625,0.1171875,0.09375
2,128,0.09375,0.0390625,0.0703125
2,128,0.046875,0.3515625,0.0546875
2,128,0.0546875,0.2578125,0.0859375
2,128,0.078125,0.125,0.0625
2,128,0.046875,0.1015625,0.078125
2,128,0.03125,0.0390625,0.0078125
2,128,0.0078125,0.3203125,0.03125
2,128,0.0625,0.0859375,0.0859375
2,128,0.2890625,0.140625,0.0625
2,128,0.28125,0.1171875,0.046875
2,128,0.125,0.1171875,0.046875
2,128,0.0859375,0.3359375,0.0546875
2,128,0.0390625,0.140625,0.0390625
2,128,0.03125,0.1640625,0.015625
2,128,0.0234375,0.3203125,0.0546875
2,128,0.0078125,0.1796875,0.0625
2,128,0.1015625,0.15625,0.0703125
2,128,0.0625,0.0546875,0.0390625
2,128,0.0625,0.140625,0.03125
2,128,0.0546875,0.1796875,0.046875
2,128,0.0234375,0.1015625,0.03125
2,128,0.015625,0.078125,0.015625
2,128,0.0625,0.1640625,0.0703125
2,128,0.078125,0.2109375,0.0625
2,128,0.03125,0.0546875,0.0625
2,128,0.0703125,0.2109375,0.0625
2,128,0.265625,0.1328125,0.0703125
2,128,0.15625,0.0234375,0.03125
