K,n,error,error.ssc,error.mm
4,256,0.15625,0.05859375,0.1875
4,256,0.09765625,0.109375,0.10546875
4,256,0.1328125,0.0703125,0.125
4,256,0.12890625,0.1015625,0.19921875
4,256,0.0703125,0.0625,0.1171875
4,256,0.109375,0.21484375,0.19921875
4,256,0.1328125,0.15234375,0.15234375
4,256,0.11328125,0.2265625,0.1875
4,256,0.1171875,0.09375,0.09375
4,256,0.08203125,0.12109375,0.19140625
4,256,0.1171875,0.08984375,0.08984375
4,256,0.140625,0.17578125,0.171875
4,256,0.1171875,0.11328125,0.1796875
4,256,0.10546875,0.08203125,0.1640625
4,256,0.12109375,0.22265625,0.21875
4,256,0.140625,0.0703125,0.0546875
4,256,0.2109375,0.171875,0.171875
4,256,0.10546875,0.171875,0.07421875
4,256,0.16796875,0.1484375,0.078125
4,256,0.19140625,0.24609375,0.12109375
4,256,0.22265625,0.109375,0.09375
4,256,0.10546875,0.19140625,0.08984375
4,256,0.1484375,0.078125,0.0859375
4,256,0.13671875,0.1328125,0.22265625
4,128,0.125,0.265625,0.0859375
4,128,0.2109375,0.2265625,0.1875
4,128,0.21875,0.15625,0.140625
4,128,0.1015625,0.1796875,0.1875
4,128,0.21875,0.2890625,0.1015625
4,128,0.3125,0.2890625,0.2109375
4,128,0.2265625,0.4140625,0.109375
4,128,0.2265625,0.3203125,0.21875
4,128,0.2421875,0.2421875,0.140625
4,128,0.2109375,0.3828125,0.1015625
4,128,0.2578125,0.328125,0.1171875
4,128,0.2265625,0.125,0.1015625
4,128,0.1171875,0.1953125,0.1875
4,128,0.125,0.2734375,0.09375
4,128,0.390625,0.359375,0.1875
4,128,0.15625,0.25,0.125
4,128,0.1875,0.3359375,0.09375
4,128,0.234375,0.3671875,0.125
4,128,0.203125,0.1875,0.109375
4,128,0.171875,0.3671875,0.234375
4,128,0.375,0.4609375,0.15625
4,128,0.2734375,0.2578125,0.171875
4,128,0.25,0.3203125,0.140625
4,128,0.1796875,0.3203125,0.21875
4,128,0.234375,0.3828125,0.21875
4,128,0.2421875,0.2890625,0.1484375
4,128,0.2421875,0.328125,0.21875
4,128,0.125,0.2890625,0.1640625
4,128,0.109375,0.3359375,0.125
4,128,0.3125,0.328125,0.2265625
4,128,0.09375,0.21875,0.09375
4,128,0.171875,0.2578125,0.1171875
4,128,0.2578125,0.4453125,0.140625
4,128,0.1796875,0.2421875,0.15625
4,128,0.21875,0.203125,0.1875
4,128,0.1171875,0.375,0.1171875
4,128,0.2578125,0.2265625,0.1484375
4,128,0.328125,0.3203125,0.1796875
4,128,0.203125,0.1953125,0.09375
4,128,0.3515625,0.1875,0.1484375
4,128,0.140625,0.265625,0.09375
4,128,0.171875,0.3828125,0.21875
4,128,0.1640625,0.21875,0.1796875
4,128,0.125,0.21875,0.09375
4,128,0.09375,0.21875,0.2421875
4,128,0.2421875,0.375,0.1796875
4,128,0.2421875,0.375,0.1328125
4,128,0.28125,0.265625,0.2109375
4,128,0.34375,0.3359375,0.2265625
4,128,0.2890625,0.3671875,0.1796875
3,4096,2.44140625e-4,0.0361328125,0.075927734375
3,4096,0,0.00146484375,0.06982421875
3,4096,4.8828125e-4,0.002685546875,0.067626953125
3,4096,2.44140625e-4,0.029052734375,0.066162109375
3,4096,4.8828125e-4,0.0224609375,0.07373046875
3,4096,4.8828125e-4,0.00244140625,0.068603515625
3,4096,0,0.00830078125,0.081298828125
3,4096,0,0.00244140625,0.068115234375
3,4096,0,0.018798828125,0.072998046875
3,4096,2.44140625e-4,0.01904296875,0.06982421875
3,4096,0,0.002685546875,0.071044921875
3,4096,0,4.8828125e-4,0.07861328125
3,4096,2.44140625e-4,0.00390625,0.068359375
3,4096,4.8828125e-4,0.001708984375,0.072998046875
3,4096,4.8828125e-4,0.002685546875,0.074951171875
3,4096,0,0.007568359375,0.071044921875
3,4096,2.44140625e-4,0.01220703125,0.068115234375
3,4096,0,0.00439453125,0.064697265625
3,4096,0,0.0126953125,0.067626953125
3,4096,0,0.00146484375,0.07421875
3,4096,4.8828125e-4,7.32421875e-4,0.073974609375
3,4096,0,0.002685546875,0.066162109375
3,4096,7.32421875e-4,0.0029296875,0.070556640625
3,4096,0,0.00146484375,0.075927734375
3,4096,2.44140625e-4,0.031982421875,0.0751953125
3,4096,0,0.002197265625,0.06982421875
3,4096,0,0.0263671875,0.076171875
3,4096,4.8828125e-4,0.005126953125,0.07421875
3,4096,0.001220703125,0.001708984375,0.07275390625
3,4096,0,0.00244140625,0.07568359375
3,4096,0,7.32421875e-4,0.071533203125
3,4096,2.44140625e-4,0.011474609375,0.07275390625
3,4096,4.8828125e-4,0.03125,0.072509765625
3,4096,2.44140625e-4,0.021484375,0.072021484375
3,4096,2.44140625e-4,0.0078125,0.07421875
3,4096,4.8828125e-4,0.069580078125,0.068115234375
3,4096,0,0.0029296875,0.07275390625
3,4096,0,0.041259765625,0.069580078125
3,4096,0,0.0029296875,0.074951171875
3,4096,2.44140625e-4,0.008056640625,0.0771484375
3,4096,2.44140625e-4,0.023193359375,0.072998046875
3,4096,2.44140625e-4,0.00439453125,0.074462890625
3,4096,2.44140625e-4,0.00244140625,0.067626953125
3,4096,0,0.002685546875,0.075927734375
3,4096,0,0.027099609375,0.0703125
3,4096,0,0.01806640625,0.069580078125
3,4096,0,0.00390625,0.0654296875
3,4096,0,0.003173828125,0.06591796875
3,4096,2.44140625e-4,0.035400390625,0.0751953125
3,4096,0,0,0.072998046875
3,2048,0.00146484375,0.0048828125,0.078125
3,2048,4.8828125e-4,0.0029296875,0.0810546875
3,2048,0,0.02783203125,0.07861328125
3,2048,9.765625e-4,0.01953125,0.08203125
3,2048,9.765625e-4,0.0029296875,0.072265625
3,2048,9.765625e-4,0.0146484375,0.07666015625
3,2048,9.765625e-4,0.0048828125,0.06689453125
3,2048,0,0.01220703125,0.07177734375
3,2048,0,0.015625,0.05810546875
3,2048,9.765625e-4,0.03369140625,0.07080078125
3,2048,9.765625e-4,0.03759765625,0.078125
3,2048,4.8828125e-4,0.00244140625,0.068359375
3,2048,9.765625e-4,0.001953125,0.06787109375
3,2048,9.765625e-4,0.01806640625,0.06982421875
3,2048,0.00146484375,0.00439453125,0.07373046875
3,2048,9.765625e-4,0.00537109375,0.07421875
3,2048,0,0.025390625,0.0712890625
3,2048,0.00146484375,0.0068359375,0.0693359375
3,2048,4.8828125e-4,0.04931640625,0.07275390625
3,2048,0,0.00732421875,0.07568359375
3,2048,0.001953125,0.0771484375,0.08203125
3,2048,0.00146484375,0.00390625,0.0849609375
3,2048,4.8828125e-4,0.00927734375,0.068359375
3,2048,0.19091796875,0.01904296875,0.08251953125
3,2048,0,0.01513671875,0.07470703125
3,2048,0.00146484375,0.00439453125,0.076171875
3,2048,0.001953125,0.01513671875,0.07373046875
3,2048,0,0.00390625,0.0712890625
3,2048,9.765625e-4,0.009765625,0.07666015625
3,2048,0,0.03466796875,0.080078125
3,2048,0.00146484375,0.01220703125,0.07470703125
3,2048,0,0.01416015625,0.07275390625
3,2048,0.00244140625,0.015625,0.07275390625
3,2048,0,0.0205078125,0.06494140625
3,2048,0,0.00439453125,0.06201171875
3,2048,0.18212890625,0.037109375,0.080078125
3,2048,0,0.02490234375,0.06640625
3,2048,0.00146484375,0.00537109375,0.07958984375
3,2048,4.8828125e-4,0.05224609375,0.07177734375
3,2048,4.8828125e-4,0.00830078125,0.0703125
3,2048,4.8828125e-4,0.005859375,0.0810546875
3,2048,9.765625e-4,0.0029296875,0.07080078125
3,2048,4.8828125e-4,0.00537109375,0.07763671875
3,2048,0.00146484375,0.02490234375,0.0634765625
3,2048,4.8828125e-4,9.765625e-4,0.07275390625
3,2048,0,0.00830078125,0.0810546875
3,2048,9.765625e-4,0.041015625,0.08154296875
3,2048,4.8828125e-4,0.0400390625,0.06689453125
3,2048,4.8828125e-4,0.00244140625,0.068359375
3,2048,4.8828125e-4,0.017578125,0.06201171875
3,1024,0.185546875,0.029296875,0.0810546875
3,1024,0.0107421875,0.0205078125,0.0673828125
3,1024,0.00390625,0.005859375,0.0703125
3,1024,0.2119140625,0.0302734375,0.06640625
3,1024,0.2568359375,0.009765625,0.0673828125
3,1024,0.197265625,0.005859375,0.0888671875
3,1024,0.009765625,0.0078125,0.0771484375
3,1024,0.0205078125,0.00390625,0.080078125
3,1024,0.107421875,0.0830078125,0.0751953125
3,1024,0.197265625,0.0380859375,0.07421875
3,1024,0.01953125,0.0126953125,0.064453125
3,1024,0.1826171875,0.0341796875,0.0986328125
3,1024,0.1884765625,0.0322265625,0.0712890625
3,1024,0.2041015625,0.03125,0.083984375
3,1024,0.005859375,0.0439453125,0.08203125
3,1024,0.017578125,0.01953125,0.0830078125
3,1024,0.013671875,0.029296875,0.087890625
3,1024,0.1796875,0.0419921875,0.080078125
3,1024,0.0185546875,0.0166015625,0.0859375
3,1024,0.005859375,0.0107421875,0.072265625
3,1024,0.109375,0.0224609375,0.060546875
3,1024,0.119140625,0.0224609375,0.0771484375
3,1024,0.0927734375,0.1904296875,0.078125
3,1024,0.0927734375,0.046875,0.0771484375
3,1024,0.025390625,0.0126953125,0.0712890625
3,1024,0.1943359375,0.02734375,0.0908203125
3,1024,0.0107421875,0.029296875,0.068359375
3,1024,0.1875,0.0087890625,0.080078125
3,1024,0.1943359375,0.0078125,0.0791015625
3,1024,0.01171875,0.0322265625,0.083984375
3,1024,0.109375,0.0107421875,0.0673828125
3,1024,0.015625,0.041015625,0.0771484375
3,1024,0.013671875,0.03125,0.064453125
3,1024,0.0146484375,0.0576171875,0.0927734375
3,1024,0.0087890625,0.0087890625,0.0947265625
3,1024,0.177734375,0.05859375,0.06640625
3,1024,0.1904296875,0.0400390625,0.076171875
3,1024,0.0185546875,0.0322265625,0.08203125
3,1024,0.0029296875,0.0302734375,0.1005859375
3,1024,0.009765625,0.0341796875,0.068359375
3,1024,0.0205078125,0.0048828125,0.0732421875
3,1024,0.0185546875,0.009765625,0.0693359375
3,1024,0.0263671875,0.0166015625,0.078125
3,1024,0.189453125,0.0126953125,0.0849609375
3,1024,0.015625,0.0380859375,0.078125
3,1024,0.013671875,0.029296875,0.0810546875
3,1024,0.0126953125,0.009765625,0.07421875
3,1024,0.197265625,0.013671875,0.0771484375
3,1024,0.1904296875,0.0400390625,0.0791015625
3,1024,0.0107421875,0.0087890625,0.078125
3,512,0.025390625,0.044921875,0.0859375
3,512,0.12890625,0.07421875,0.072265625
3,512,0.181640625,0.015625,0.08984375
3,512,0.0390625,0.068359375,0.06640625
3,512,0.037109375,0.021484375,0.060546875
3,512,0.0546875,0.083984375,0.087890625
3,512,0.052734375,0.046875,0.09765625
3,512,0.025390625,0.009765625,0.08203125
3,512,0.111328125,0.001953125,0.072265625
3,512,0.04296875,0.015625,0.087890625
3,512,0.0546875,0.00390625,0.068359375
3,512,0.044921875,0.021484375,0.09765625
3,512,0.044921875,0.048828125,0.06640625
3,512,0.041015625,0.013671875,0.07421875
3,512,0.044921875,0.005859375,0.0546875
3,512,0.130859375,0.005859375,0.072265625
3,512,0.01171875,0.021484375,0.0859375
3,512,0.04296875,0.03515625,0.076171875
3,512,0.037109375,0.06640625,0.09765625
3,512,0.025390625,0.05859375,0.0703125
3,512,0.0546875,0.029296875,0.046875
3,512,0.103515625,0.0625,0.076171875
3,512,0.04296875,0.025390625,0.0703125
3,512,0.02734375,0.03515625,0.087890625
3,512,0.05859375,0.021484375,0.07421875
3,512,0.060546875,0.033203125,0.087890625
3,512,0.1015625,0.103515625,0.07421875
3,512,0.048828125,0.015625,0.083984375
3,512,0.0859375,0.041015625,0.0703125
3,512,0.04296875,0.021484375,0.09375
3,512,0.0546875,0.041015625,0.072265625
3,512,0.2265625,0.041015625,0.06640625
3,512,0.08203125,0.03125,0.064453125
3,512,0.083984375,0.0078125,0.123046875
3,512,0.267578125,0.01953125,0.091796875
3,512,0.0625,0.013671875,0.078125
3,512,0.078125,0.03125,0.08984375
3,512,0.017578125,0.03515625,0.0625
3,512,0.021484375,0.013671875,0.076171875
3,512,0.1015625,0.005859375,0.060546875
3,512,0.0703125,0.060546875,0.0625
3,512,0.0546875,0.017578125,0.068359375
3,512,0.01953125,0.03515625,0.06640625
3,512,0.103515625,0.046875,0.05078125
3,512,0.224609375,0.05859375,0.064453125
3,512,0.04296875,0.0234375,0.080078125
3,512,0.02734375,0.0078125,0.1015625
3,512,0.037109375,0.03125,0.080078125
3,512,0.02734375,0.01171875,0.0703125
3,512,0.04296875,0.033203125,0.083984375
3,256,0.08203125,0.02734375,0.125
3,256,0.12109375,0.0546875,0.0625
3,256,0.07421875,0.12890625,0.078125
3,256,0.0703125,0.0546875,0.078125
3,256,0.11328125,0.05078125,0.09375
3,256,0.0625,0.2578125,0.109375
3,256,0.1015625,0.05078125,0.09375
3,256,0.03515625,0.08984375,0.21484375
3,256,0.1015625,0.04296875,0.046875
3,256,0.08203125,0.12890625,0.109375
3,256,0.06640625,0.13671875,0.11328125
3,256,0.08203125,0.10546875,0.0859375
3,256,0.08984375,0.15625,0.1328125
3,256,0.09375,0.09765625,0.12109375
3,256,0.0859375,0.015625,0.078125
3,256,0.08203125,0.08984375,0.22265625
3,256,0.12890625,0.12890625,0.0859375
3,256,0.0546875,0.06640625,0.0859375
3,256,0.08203125,0.1953125,0.0703125
3,256,0.0546875,0.08203125,0.06640625
3,256,0.0703125,0.1953125,0.09765625
3,256,0.0703125,0.05078125,0.046875
3,256,0.0546875,0.06640625,0.1171875
3,256,0.05859375,0.01953125,0.09765625
3,256,0.05078125,0.01953125,0.078125
3,256,0.09765625,0.203125,0.1015625
3,256,0.078125,0.05859375,0.09375
3,256,0.0625,0.1328125,0.05859375
3,256,0.10546875,0.1015625,0.09765625
3,256,0.05859375,0.03125,0.0625
3,256,0.03125,0.015625,0.109375
3,256,0.078125,0.078125,0.12109375
3,256,0.03125,0.0546875,0.08203125
3,256,0.078125,0.03515625,0.0703125
3,256,0.0859375,0.0546875,0.109375
3,256,0.06640625,0.09765625,0.078125
3,256,0.08203125,0.12890625,0.06640625
3,256,0.11328125,0.1015625,0.10546875
3,256,0.04296875,0.04296875,0.0546875
3,256,0.078125,0.05859375,0.09765625
3,256,0.1328125,0.06640625,0.09765625
3,256,0.109375,0.05078125,0.109375
3,256,0.1015625,0.02734375,0.09765625
3,256,0.078125,0.0625,0.078125
3,256,0.07421875,0.0546875,0.15625
3,256,0.06640625,0.01953125,0.08984375
3,256,0.1171875,0.1328125,0.12109375
3,256,0.06640625,0.02734375,0.11328125
3,256,0.1015625,0.05078125,0.0625
3,256,0.1015625,0.1484375,0.06640625
3,128,0.0859375,0.0234375,0.0625
3,128,0.2734375,0.25,0.078125
3,128,0.09375,0.140625,0.109375
3,128,0.0625,0.2109375,0.078125
3,128,0.125,0.2421875,0.0546875
3,128,0.0625,0.0390625,0.046875
3,128,0.125,0.0859375,0.0625
3,128,0.03125,0.078125,0.0625
3,128,0.1953125,0.203125,0.0859375
3,128,0.0703125,0.0703125,0.09375
3,128,0.0703125,0.0625,0.0703125
3,128,0.171875,0.234375,0.09375
3,128,0.1171875,0.234375,0.078125
3,128,0.0859375,0.1015625,0.1171875
3,128,0.1484375,0.1484375,0.1171875
3,128,0.0859375,0.1328125,0.0546875
3,128,0.0390625,0.078125,0.0859375
3,128,0.296875,0.109375,0.0703125
3,128,0.109375,0.3125,0.1796875
3,128,0.2265625,0.3046875,0.125
3,128,0.25,0.0703125,0.078125
3,128,0.0859375,0.140625,0.1015625
3,128,0.109375,0.171875,0.140625
3,128,0.09375,0.2109375,0.125
3,128,0.109375,0.1328125,0.0859375
3,128,0.1796875,0.21875,0.1171875
3,128,0.171875,0.1484375,0.078125
3,128,0.109375,0.09375,0.078125
3,128,0.0625,0.109375,0.09375
3,128,0.1015625,0.109375,0.09375
3,128,0.1171875,0.2421875,0.1875
3,128,0.125,0.0703125,0.1015625
3,128,0.09375,0.09375,0.0859375
3,128,0.1953125,0.15625,0.109375
3,128,0.078125,0.0546875,0.109375
3,128,0.046875,0.0625,0.109375
3,128,0.1171875,0.0546875,0.1015625
3,128,0.03125,0.1015625,0.1015625
3,128,0.078125,0.265625,0.0859375
3,128,0.15625,0.0703125,0.078125
3,128,0.2421875,0.1875,0.09375
3,128,0.1484375,0.15625,0.078125
3,128,0.3046875,0.3515625,0.109375
3,128,0.15625,0.3203125,0.1796875
3,128,0.09375,0.0703125,0.0859375
3,128,0.1015625,0.2421875,0.0859375
3,128,0.1328125,0.1015625,0.2109375
3,128,0.140625,0.34375,0.109375
3,128,0.109375,0.1484375,0.1484375
3,128,0.3203125,0.078125,0.1484375
2,4096,0.203125,0.005615234375,0.054931640625
2,4096,0,0.076416015625,0.05908203125
2,4096,0,0.019287109375,0.061767578125
2,4096,2.44140625e-4,0.01171875,0.06591796875
2,4096,2.44140625e-4,0.027587890625,0.056640625
2,4096,2.44140625e-4,0.22021484375,0.056640625
2,4096,0,0.01513671875,0.062744140625
2,4096,0,0.132568359375,0.05322265625
