homophily,pa.err
3.5,0.007499999999999951
3.5,0.0050000000000000044
3.5,0.007499999999999951
3.5,0.015000000000000013
3.5,0.010000000000000009
3.5,0.010000000000000009
3.5,0.01749999999999996
3.5,0.007499999999999951
3.5,0.012499999999999956
3.5,0.015000000000000013
3.5,0.007499999999999951
3.5,0.007499999999999951
3.5,0.007499999999999951
3.5,0.010000000000000009
3.5,0.0050000000000000044
3.5,0.015000000000000013
4,0.0024999999999999467
4,0.0050000000000000044
4,0
4,0
4,0.0024999999999999467
4,0.0050000000000000044
4,0.0050000000000000044
4,0.0024999999999999467
4,0.0024999999999999467
4,0.0050000000000000044
4,0.0024999999999999467
4,0.0024999999999999467
4,0.007499999999999951
4,0.007499999999999951
4,0.010000000000000009
4,0.007499999999999951
4,0.007499999999999951
4,0.0050000000000000044
4,0.007499999999999951
4,0.0024999999999999467
4,0.0050000000000000044
4,0.007499999999999951
4,0.012499999999999956
4,0.010000000000000009
4,0.010000000000000009
4,0.0050000000000000044
4,0.0050000000000000044
4,0.007499999999999951
4,0.0050000000000000044
4,0.0050000000000000044
4,0.010000000000000009
4,0.007499999999999951
4,0.0050000000000000044
4,0.0050000000000000044
4,0.007499999999999951
4,0.0050000000000000044
4,0.007499999999999951
4,0.010000000000000009
4,0.007499999999999951
4,0.0024999999999999467
4,0.010000000000000009
4,0.0024999999999999467
4,0.007499999999999951
4,0.010000000000000009
4,0.007499999999999951
4,0
4,0.0024999999999999467
4,0.0024999999999999467
4,0.0024999999999999467
4,0.0050000000000000044
