K,n,rho,rmse,rmse.mle
3,2048,0.7000000000000001,0.029259659789077543,0.028454978140707788
3,2048,0.7000000000000001,0.029789287059888498,0.028853781229555817
3,2048,0.7000000000000001,0.028885106707475017,0.02800308055298155
3,2048,0.7000000000000001,0.029496029642504393,0.02868524372853915
3,2048,0.7000000000000001,0.028944907583563818,0.028121040474076518
3,2048,0.7000000000000001,0.029707207450747578,0.028795132973517563
3,2048,0.7000000000000001,0.029245283539332843,0.02856077131833351
3,2048,0.7000000000000001,0.028900181026279188,0.02790979744741486
3,2048,0.7000000000000001,0.02896655552107881,0.028243230384718772
3,2048,0.7000000000000001,0.029814696417249924,0.02890029738983462
3,2048,0.7000000000000001,0.028884722109854658,0.028165093162794044
3,2048,0.7000000000000001,0.02928456019551118,0.028443891406386545
3,2048,0.7000000000000001,0.02960320424132682,0.02869511203137214
3,2048,0.7000000000000001,0.02870807785344262,0.027660013260948153
3,2048,0.7000000000000001,0.029093992254188957,0.028352688218075687
3,2048,0.7000000000000001,0.02869072501775345,0.02809398595246607
3,2048,0.7000000000000001,0.029281316342421978,0.028191962508076977
3,2048,0.7000000000000001,0.028890011473731003,0.028100654779876357
3,2048,0.7000000000000001,0.029453127006420155,0.028576700966186402
3,2048,0.7000000000000001,0.028903645903099875,0.027911013067936544
3,2048,0.7000000000000001,0.028730424783837343,0.02786119706712997
3,2048,0.7000000000000001,0.02930781561546013,0.02869031240082222
3,2048,0.7000000000000001,0.02937025377769493,0.028270107458188504
3,2048,0.7000000000000001,0.029575153865947622,0.028760532319182228
3,2048,0.7000000000000001,0.029170476669129263,0.02834232662717462
3,2048,0.7000000000000001,0.028981012281036875,0.028207949730935555
3,2048,0.7000000000000001,0.028825185171500834,0.028104741024354823
3,2048,0.7000000000000001,0.029367496217955535,0.0284354582942205
3,2048,0.7000000000000001,0.029487194247850967,0.028330788803306414
3,2048,0.7000000000000001,0.029184348325903095,0.028488308444102786
3,2048,0.7000000000000001,0.02926709968247358,0.028587812724579238
3,2048,0.7000000000000001,0.029261950392381723,0.02858953854505876
3,2048,0.7000000000000001,0.029432013441543604,0.02862075713378648
3,2048,0.7000000000000001,0.02960078617354017,0.028731128056003738
3,2048,0.7000000000000001,0.029507376158881205,0.028613225744228924
3,2048,0.7000000000000001,0.029959732148560722,0.02878368729751241
3,2048,0.7000000000000001,0.029675806664612916,0.028819005071143166
3,2048,0.7000000000000001,0.029402020258160355,0.028589165504780027
3,2048,0.7000000000000001,0.029623815074002254,0.02890939912605863
3,2048,0.7000000000000001,0.02918943371742699,0.02831551665782328
3,2048,0.7000000000000001,0.02890081107760171,0.02815421847636304
3,2048,0.7000000000000001,0.02920974471792992,0.028362839018172187
3,2048,0.7000000000000001,0.029223735543456007,0.028152529065319436
3,2048,0.7000000000000001,0.02927974969902151,0.02829495427068838
3,2048,0.7000000000000001,0.029135874348570234,0.02845495734716619
3,2048,0.7000000000000001,0.02919065218925442,0.02834466450105899
3,2048,0.7000000000000001,0.028971311303828226,0.028163830263386935
3,2048,0.8,0.026257464165797176,0.025711068909505662
3,2048,0.8,0.026307791382734192,0.025638300819885693
3,2048,0.8,0.026210301001022725,0.025620292816141553
3,2048,0.8,0.026607465989360195,0.02618899594739459
3,2048,0.8,0.026549954552286148,0.026126923211873602
3,2048,0.8,0.02606330642472035,0.025585217677309972
3,2048,0.8,0.02569247701075164,0.025175717966237396
3,2048,0.8,0.026573294825958296,0.025859294557840425
3,2048,0.8,0.02634085350802027,0.025943848667893836
3,2048,0.8,0.026329830046962713,0.02589946593800383
3,2048,0.8,0.02602283544680619,0.025402142885535262
3,2048,0.8,0.02617050253057282,0.025672943298526856
3,2048,0.8,0.026496004636825284,0.025876849617672944
3,2048,0.8,0.02655065351159422,0.026107541189378865
3,2048,0.8,0.025996234862243135,0.025566488619658864
3,2048,0.8,0.02644807925217183,0.02600605528609172
3,2048,0.8,0.02633078121230818,0.025837496158029938
3,2048,0.8,0.02588705637663824,0.025455732250409004
3,2048,0.8,0.026105864953453035,0.02552896910071294
3,2048,0.8,0.026157179275584894,0.025660832698159147
3,2048,0.8,0.02605417232816476,0.025508879983722848
3,2048,0.8,0.026256645392964982,0.025735351544274684
3,2048,0.8,0.02595985091575838,0.025426407252831833
3,2048,0.8,0.0262094150046721,0.025602598848378885
3,2048,0.8,0.02568931197341647,0.025325682323085248
3,2048,0.8,0.02668275210853757,0.026159935130193414
3,2048,0.8,0.026031497014406227,0.025553547330957906
3,2048,0.8,0.025875421430610945,0.02526033691634119
3,2048,0.8,0.026196145035554057,0.02562922407907787
3,2048,0.8,0.026164604158328972,0.025581793077242832
3,2048,0.8,0.026504490772779304,0.02568243094484209
3,2048,0.8,0.026287804485459487,0.025511296584591208
3,2048,0.8,0.02601084049468407,0.025492337568886338
3,2048,0.8,0.02637152406157839,0.02597564629364776
3,2048,0.8,0.025984479542091016,0.025524020861619576
3,2048,0.8,0.026552396256091768,0.026089429215673553
3,2048,0.8,0.026144338777689274,0.02572538813677684
3,2048,0.8,0.026672160535932514,0.026220817302894793
3,2048,0.8,0.025956488887377407,0.025454400310605554
3,2048,0.8,0.02601628814020527,0.02536531363781126
3,2048,0.8,0.02613398968899489,0.025518193114426133
3,2048,0.8,0.026280393249157895,0.02561708335193316
3,2048,0.8,0.02598716814857888,0.02546743543049858
3,2048,0.8,0.0268005026650701,0.02633255780375554
3,2048,0.8,0.026167819287160457,0.025665878480992128
3,2048,0.8,0.026177835365364856,0.025638243728080642
3,2048,0.8,0.025630849041070856,0.024972874981894308
3,2048,0.8,0.026403757238137343,0.025853091467829253
3,2048,0.8,0.025897019102313682,0.025809698038750647
3,2048,0.8,0.026284304705197065,0.025689454680346925
3,2048,0.9,0.023877352115373597,0.023507939802259303
3,2048,0.9,0.02379108463438371,0.023653862990172147
3,2048,0.9,0.023932353390107575,0.023754273773914772
3,2048,0.9,0.023682428262602792,0.023358374990747197
3,2048,0.9,0.023770094244148735,0.023522402960002558
3,2048,0.9,0.0233733388989987,0.02297428355479117
3,2048,0.9,0.023584915598382824,0.023404479703731294
3,2048,0.9,0.023632140409191267,0.023391767137765855
3,2048,0.9,0.023685247064393407,0.023404771060235505
3,2048,0.9,0.023901965475275313,0.02363741746966989
3,2048,0.9,0.023598482789420578,0.023380201742759996
3,2048,0.9,0.02328394857528802,0.02327197483892206
3,2048,0.9,0.023339846645302937,0.023143949086804366
3,2048,0.9,0.024053268413644326,0.023702264853895528
3,2048,0.9,0.02418044591850221,0.023928616924797964
3,2048,0.9,0.023760842518614152,0.023521552545130105
3,2048,0.9,0.023960962081129692,0.02363975496636745
3,2048,0.9,0.02382658268806762,0.023645023702468012
3,2048,0.9,0.02365743903823061,0.023593404800371975
3,2048,0.9,0.023882624278151986,0.023513511478017047
3,2048,0.9,0.024044800950029168,0.02385518908660439
3,2048,0.9,0.023613167422045986,0.023309356607505462
3,2048,0.9,0.02344134690877681,0.02309222174662562
3,2048,0.9,0.023625378429501527,0.023641366802073373
3,2048,0.9,0.023531687752958233,0.02328369039600762
3,2048,0.9,0.023537241880002918,0.023199148225919168
3,2048,0.9,0.024044372058015816,0.023583780988776264
3,2048,0.9,0.023667984012797294,0.023421774526292835
3,2048,0.9,0.023371496880415232,0.023292886618963674
3,2048,0.9,0.023415177019517553,0.02331183411937558
3,2048,0.9,0.02373437420783807,0.023275485527354794
3,2048,0.9,0.023608207779867652,0.02322722351123272
3,2048,0.9,0.023810543807053546,0.023249656597613758
3,2048,0.9,0.024109686150644412,0.023582085772132586
3,2048,0.9,0.023346234217949676,0.02312396945790574
3,2048,0.9,0.023659880777547094,0.02343045495176971
3,2048,0.9,0.023930389014955006,0.02361898211357743
3,2048,0.9,0.023866949384181033,0.02362403738296784
3,2048,0.9,0.023751740202887107,0.023274259164347142
3,2048,0.9,0.023346941326921954,0.0231159641583859
3,2048,0.9,0.023609792933277297,0.023470437984687655
3,2048,0.9,0.02301507697181227,0.02267311059049065
3,2048,0.9,0.02358549772806836,0.023439977949587593
3,2048,0.9,0.023510466799531712,0.023233318996357145
3,2048,0.9,0.023708207100211005,0.023462093755506418
3,2048,0.9,0.02358571137789478,0.023493821567949807
3,2048,0.9,0.023767856156701118,0.023655500889192844
3,2048,0.9,0.023431758540055993,0.023275964137985165
3,2048,0.9,0.023693199404730074,0.0234562415917285
3,2048,0.9,0.024178570674327108,0.023741859391065538
3,2048,1,0.021572170959247235,0.021580281753921224
3,2048,1,0.021415023899865483,0.021609786001310846
3,2048,1,0.021069063649236077,0.021138476563652468
3,2048,1,0.021243301964424605,0.021240716375505186
3,2048,1,0.02142445465845968,0.021218975846934496
3,2048,1,0.021717359285347727,0.021633462785105965
3,2048,1,0.021045687610418314,0.02112103742960801
3,2048,1,0.021190624440958494,0.02120379946507783
3,2048,1,0.021438343590505282,0.02133029486661298
3,2048,1,0.0217639197547195,0.021867742774970583
3,2048,1,0.021264265761612014,0.021231993875536332
3,2048,1,0.021345826618904426,0.021395713137141073
3,2048,1,0.02126892952359293,0.021190306099453413
3,2048,1,0.021499548466709813,0.021497433304146708
3,2048,1,0.021362739368711713,0.021486033510881936
3,2048,1,0.021320092979595515,0.021281504428969023
3,2048,1,0.02165213553762724,0.021709934805894088
3,2048,1,0.02086498288836214,0.020778322321697934
3,2048,1,0.021267039545378272,0.021242861848512498
3,2048,1,0.02167847220010583,0.021481741092587076
3,2048,1,0.021092138668942367,0.021276868288520955
3,2048,1,0.021406211768490467,0.021317256297182577
3,2048,1,0.021657817258569387,0.02159394567767378
3,2048,1,0.021419519725366133,0.021402839627002155
3,2048,1,0.02159697990136046,0.02148505918480638
3,2048,1,0.021570344538882253,0.021311662122924412
3,2048,1,0.02142366190306553,0.021432642548245753
3,2048,1,0.02136004424814045,0.021364804795497773
3,2048,1,0.02085105126894409,0.020967870335485854
3,2048,1,0.02095484224915777,0.02089759215402515
3,2048,1,0.021468509177585176,0.021622179367009914
3,2048,1,0.02117938691267767,0.021274890744684378
3,2048,1,0.021647334584254815,0.02154977396496612
3,2048,1,0.02119249344291294,0.02111555294698383
3,2048,1,0.021660974516852612,0.021592709780771685
3,2048,1,0.021699365012691343,0.021535828258547544
3,2048,1,0.021200676605470835,0.021201370714607207
3,2048,1,0.021076174846778904,0.02115271432741997
3,2048,1,0.0216663262340322,0.021869754717549216
3,2048,1,0.02124371938374427,0.02129288291546219
3,2048,1,0.021278000092519272,0.02134552308426796
3,2048,1,0.02167752334528028,0.021479720024587517
3,2048,1,0.021227646234915677,0.021376334071390623
3,2048,1,0.02098891989789679,0.020957686694548495
3,2048,1,0.02113009183792461,0.021145139976423828
3,2048,1,0.02138513822384908,0.02141163041631819
3,2048,1,0.021415872630596536,0.02148803186540503
3,2048,1,0.021618936881077886,0.021565780939934765
3,2048,1,0.021678881292332648,0.02164378198714018
3,2048,1,0.021538573503367815,0.021353903092293517
