K,n,rmse,rmse.mle
4,4096,0.028355760907435766,0.08068516079168747
4,4096,0.02926260402770963,0.08160250702845404
4,4096,0.02856477077416276,0.0791004245418677
4,4096,0.029076031826866737,0.08209949408568577
4,4096,0.02896653758914542,0.08325811545618737
4,4096,0.02861850776628559,0.07714721663360119
4,4096,0.027875339000340338,0.0789922079077854
4,4096,0.02895855219486271,0.07818351371346026
4,4096,0.02914920423246995,0.08515704635669977
4,4096,0.02912079352977476,0.08395148083119945
4,4096,0.029065857418353915,0.0818164772454437
4,4096,0.0285667956594525,0.07922597294655663
4,4096,0.028784057249400315,0.08086957482813421
4,4096,0.028493399081348576,0.08109809163082397
4,4096,0.029307339671884123,0.08603868763547155
4,4096,0.02912609085292642,0.08690701501343871
4,4096,0.02846755822748523,0.08017531616110879
4,4096,0.029173882485581046,0.08539987953984002
4,4096,0.028715099737594934,0.08035329702533744
4,4096,0.02968534684770402,0.08181932453135
4,4096,0.029219191260429503,0.08312262705114144
4,4096,0.028347159332821524,0.07831565537487212
4,4096,0.028562146812721356,0.07941010655121683
4,4096,0.028885350547380697,0.08068777721971684
4,4096,0.028806112219801755,0.07933863226688738
4,4096,0.028458708730105118,0.08146525951109178
4,4096,0.02977421199631098,0.08285190031186127
4,4096,0.028589089782066167,0.07730384053494602
4,4096,0.028806085367331632,0.08186344811211795
4,4096,0.02783300799497063,0.07843353323544397
4,4096,0.02940959970069513,0.08072258661381804
4,4096,0.028308847042204294,0.07831884750375352
4,4096,0.02825333588452408,0.08128313344238443
4,4096,0.02894301738146522,0.08316232007729617
4,4096,0.030093184593557684,0.08561864753504068
4,4096,0.028579774113941553,0.07923237235647224
4,4096,0.028539448270681247,0.0816733045814433
4,4096,0.02870491118624852,0.08010371763994277
4,4096,0.02819777134858253,0.08192096970667316
4,4096,0.02867520212649157,0.08661582568783052
4,4096,0.02901570695796048,0.08540773396749442
4,4096,0.029634460058093656,0.08252763611185619
4,4096,0.028649576743022463,0.08134508909799372
4,4096,0.028362828610196802,0.08007805900188847
4,4096,0.02880643237346766,0.08220023154772067
4,4096,0.028606219340459458,0.07940347821384504
4,4096,0.02955838639911664,0.08062138904667238
4,4096,0.029117829711360323,0.07985351622021006
4,4096,0.028777843095708713,0.08004373531682492
4,4096,0.028768201188756313,0.08007183122226826
4,2048,0.04272623222062476,0.08202843259701538
4,2048,0.043201965329568603,0.08536137997747778
4,2048,0.042628028174912194,0.08496437616928906
4,2048,0.042705526545598636,0.08472164519353402
4,2048,0.04301810945795119,0.08434303111782854
4,2048,0.043250235936996596,0.08517125019366491
4,2048,0.042555370810796946,0.09056079613298201
4,2048,0.04301586988574259,0.07976035312579813
4,2048,0.04315548360916379,0.08443471692148773
4,2048,0.041977398446241605,0.08731104631732828
4,2048,0.04336762850376105,0.08411141741907487
4,2048,0.0425334950736929,0.08337872997948449
4,2048,0.04225480106302637,0.08673087475978343
4,2048,0.04389806910347594,0.08829798749469696
4,2048,0.04323963676474765,0.08494437235074348
4,2048,0.04411610509855951,0.09429016565001126
4,2048,0.04426802633501044,0.09267885698719376
4,2048,0.042327769015270966,0.08881551006868192
4,2048,0.04258662003668386,0.07931806015479462
4,2048,0.04300549564321191,0.08915296124703402
4,2048,0.04288072304069069,0.08145549864489951
4,2048,0.042546847826386625,0.08543299463232737
4,2048,0.04348757385040004,0.08931274259066696
4,2048,0.043541294238350965,0.08760303572525582
4,2048,0.04367222151086838,0.08802390946648087
4,2048,0.04185890867833929,0.0834165972224404
4,2048,0.04250744551620152,0.08642436966951643
4,2048,0.04360954347664728,0.08832008864950683
4,2048,0.043463931039696986,0.08217203274560105
4,2048,0.04241996140220612,0.0798567483712264
4,2048,0.04280666406529202,0.08458817038263039
4,2048,0.04371231290233818,0.08661477430762775
4,2048,0.042957231906996234,0.0880858398179043
4,2048,0.04302026532808998,0.0801078929668079
4,2048,0.04276469361393667,0.0863819603495501
4,2048,0.042802275397307736,0.08650655337950343
4,2048,0.04308058546139615,0.08537741229511812
4,2048,0.04307542067987709,0.0897494883469929
4,2048,0.04166620380431656,0.08271377297759637
4,2048,0.04301517340463783,0.08129966229715008
4,2048,0.04322938716636232,0.088803247271383
4,2048,0.043266092423339224,0.08690229280407448
4,2048,0.04319372022500479,0.08824371158769352
4,2048,0.04299575031325223,0.08320255862690429
4,2048,0.041724665651548795,0.07678411830645088
4,2048,0.04314434870910418,0.08669556861871389
4,2048,0.04264202049599228,0.0859372626540725
4,2048,0.04190388047751242,0.08211217677573406
4,2048,0.042906620853584966,0.08550127375608275
4,2048,0.04421169443848012,0.08794287788417028
4,1024,0.059531337769795016,0.09101886552637066
4,1024,0.058652535180376074,0.09104488307438095
4,1024,0.0578577242108347,0.085562264533934
4,1024,0.057952275430872446,0.0838209537959912
4,1024,0.05931190674817088,0.09097820868357717
4,1024,0.0600947660504248,0.09768831666382642
4,1024,0.0592573402082879,0.09090853532861252
4,1024,0.0624562319701623,0.09581739534165365
4,1024,0.06174001647525585,0.10040339224652614
4,1024,0.06085524053922787,0.09328142592714676
4,1024,0.05979687688937611,0.09394631890559854
4,1024,0.06018889034277145,0.08963022320474184
4,1024,0.058575083374072655,0.09314118306196385
4,1024,0.061225397652198706,0.09564541702561394
4,1024,0.059588832821744146,0.09344997058125415
4,1024,0.0578095079704366,0.09046482587762268
4,1024,0.05979233524488945,0.08866279735274009
4,1024,0.06005804937706512,0.08821628964358855
4,1024,0.06095463710699194,0.09480928186095229
4,1024,0.060638424751600764,0.09513702189371086
4,1024,0.05846649085831509,0.08612291560211412
4,1024,0.05892642900307111,0.09549338596238491
4,1024,0.060911658653642065,0.09228757566393463
4,1024,0.06097023363637744,0.09596783628749059
4,1024,0.0603326848061591,0.09079266281820267
4,1024,0.06068140062261767,0.09412272500940407
4,1024,0.06139153119960778,0.09358223430367374
4,1024,0.060638110533369316,0.09664241928532778
4,1024,0.06029241001052922,0.08893102841886888
4,1024,0.060933347347612576,0.09754223575774396
4,1024,0.062407973177317694,0.09753693159766909
4,1024,0.05864048415355296,0.09200308690795081
4,1024,0.05899532912083612,0.0894868962121008
4,1024,0.05874382401133732,0.08842349068864969
4,1024,0.05870869164507389,0.08647037821762012
4,1024,0.06116829885044354,0.08869513696719986
4,1024,0.05980880052077491,0.09285484064823753
4,1024,0.0604361845074378,0.09459922834204788
4,1024,0.061360949825862314,0.09036486070833578
4,1024,0.05890454793111742,0.09285288948321456
4,1024,0.05967356730759342,0.09288631200053044
4,1024,0.059600408071018,0.09624381454263074
4,1024,0.06062420791646848,0.09089368076738102
4,1024,0.06002392927396592,0.096902224846632
4,1024,0.05992770218489609,0.08984235732261682
4,1024,0.059390062745131394,0.09143397899055676
4,1024,0.05912926931171752,0.08947776234140856
4,1024,0.059386739056502595,0.09307657630754183
4,1024,0.059681659526351044,0.09462941929672031
4,1024,0.060373331216263,0.08951144702756011
4,512,0.07863298268501073,0.0996855852786818
4,512,0.08141575503112204,0.10753695963202736
4,512,0.08446445277218487,0.11624044498232712
4,512,0.07808386183474149,0.09823528341267909
4,512,0.08258129577640802,0.10498549780166368
4,512,0.07797584189714613,0.1015832372977839
4,512,0.08090161438867907,0.10152625859924704
4,512,0.0843839924675496,0.09678641305686707
4,512,0.07923694263742319,0.1171631800786358
4,512,0.08243915506529562,0.11077841150528304
4,512,0.08442905552722803,0.10430216553798763
4,512,0.08288003533248388,0.10736502796564215
4,512,0.08159513419714284,0.10801069159057652
4,512,0.0841546231946067,0.10386519551281044
4,512,0.08130445285849132,0.10476718649817209
4,512,0.08200007840123762,0.10969614500843529
4,512,0.08319150825060233,0.10183802414658005
4,512,0.08268976662122135,0.10771047544809326
4,512,0.08450788056709448,0.10662349238354707
4,512,0.079897051300423,0.10194649904283601
4,512,0.08113908711610683,0.10038990991597037
4,512,0.08389976998527918,0.10551816805464338
4,512,0.08305633797475737,0.11405908423395283
4,512,0.08016248307450931,0.1112153707853565
4,512,0.08196542592996248,0.10804382754408064
4,512,0.08220677373398164,0.09982336413887799
4,512,0.0818544788054645,0.1064447114140453
4,512,0.08352966960033022,0.11242433771776231
4,512,0.08235412538799973,0.1008461549887496
4,512,0.08013005036918948,0.09801211132546339
4,512,0.08570511032089975,0.11355464647938936
4,512,0.0818207256436709,0.10344121838141994
4,512,0.07962538615175334,0.10809623261777258
4,512,0.08191681958909978,0.10967150795156501
4,512,0.083447185713677,0.10797894349455618
4,512,0.08309247760207193,0.1074943762568609
4,512,0.08254763177750586,0.10909053830283133
4,512,0.08251637781895631,0.10672699645882137
4,512,0.07896443141578173,0.10994459762696517
4,512,0.07863347325437141,0.11036645964114404
4,512,0.08193035275676615,0.10145606194508029
4,512,0.08106712983608044,0.10793404205219655
4,512,0.0827356041967085,0.11040827539246326
4,512,0.0807885802027133,0.11022364082373584
4,512,0.08348519239885256,0.11279069449190521
4,512,0.08309591978380854,0.10490993499687346
4,512,0.08095311519015534,0.11200088397447729
4,512,0.08139634138791316,0.0981379195289923
4,512,0.08064472827031417,0.10247718836825206
4,512,0.08135707218134579,0.10641269729036329
4,256,0.10866098783425393,0.1207707018986312
4,256,0.10778686102129507,0.13043327347973543
4,256,0.10808406940403709,0.13467592209205073
4,256,0.11196767518794946,0.1449662580271045
4,256,0.10709818309109198,0.12781184765868484
4,256,0.1129709997747184,0.12440372068130025
4,256,0.10602630893928028,0.12252390572624669
4,256,0.10796897077347654,0.1300548152968554
4,256,0.1075371152608884,0.12675764196488842
4,256,0.1049881473503891,0.12832110586488826
4,256,0.10541009112415607,0.11783865984768432
4,256,0.10628258244457364,0.1215740492946815
4,256,0.10544791037750495,0.12464459501539729
4,256,0.1089780892872953,0.13295493141207626
4,256,0.11236750137923444,0.12517388966807236
4,256,0.10647353399674392,0.11214399599755352
4,256,0.10686649772487382,0.12563366622361002
4,256,0.10686517683813959,0.1259767608958922
4,256,0.10553150193727946,0.12886060180840825
4,256,0.11237608961511468,0.13642289572309096
4,256,0.11068699400864458,0.1372117314389511
4,256,0.10932882434754118,0.12240200799754855
4,256,0.111281830444245,0.1329721281614322
4,256,0.10670224664592254,0.12688902224801335
4,256,0.11197695655466966,0.14441178903777233
4,256,0.1060587827198127,0.11688435417379463
4,256,0.11268267641963477,0.13444104475501872
4,256,0.11318033863806382,0.1257060357341696
4,256,0.11440727849782742,0.13114523414162377
4,256,0.10925395203297252,0.126218255601833
4,256,0.1028645483871616,0.12687586936264184
4,256,0.11509381930083773,0.12645168581708663
4,256,0.11301337788405248,0.12376535468125294
4,256,0.10740844409460978,0.11462559649291462
4,256,0.10993330266875319,0.12629464472124888
4,256,0.1096530078688874,0.12506989804288546
4,256,0.11359317317532212,0.12084414459468149
4,256,0.11596362061222373,0.1261215849818847
4,256,0.10692246521202096,0.127000877386444
4,256,0.10390833691511957,0.12224088821449633
4,256,0.1062976704348733,0.13386419127434326
4,256,0.10994523592654946,0.1315076438937054
4,256,0.1143647974993692,0.14174712994347127
4,256,0.11517719080273665,0.13128871932884364
4,256,0.10736141887500134,0.13252048465014837
4,256,0.11074903231764237,0.1224996464148805
4,256,0.10998397663645737,0.1344357338430304
4,256,0.11365275448004517,0.1183594102059097
4,256,0.10897078539766462,0.12352698717280014
4,256,0.10693112853730981,0.11933451811825804
4,128,0.14979282139572225,0.15818278917879025
4,128,0.15284019153971093,0.16577695149427388
4,128,0.14115075077265088,0.14739415709915082
4,128,0.1516913137981812,0.1635711274334707
4,128,0.1569075623629561,0.16691993203434238
4,128,0.15267275428427032,0.1643265472377126
4,128,0.14564278594659053,0.16358339922383314
4,128,0.14689485060821322,0.15551247940076762
4,128,0.14409446109066595,0.1719742271281932
4,128,0.15136943126712568,0.1647527532922489
4,128,0.14072212364620743,0.1569473896822013
4,128,0.14225988416694205,0.1507626679215943
4,128,0.1544362289335509,0.16342069126173522
4,128,0.14963672396286856,0.15963397109159874
4,128,0.15398263707926985,0.17655475417444777
4,128,0.14990429780141498,0.1671556904081334
4,128,0.14183717969136508,0.1469713773442478
4,128,0.13929787322733142,0.15360508956692873
4,128,0.14828659818462048,0.16231012561914943
4,128,0.14901496517488014,0.17286653984057523
4,128,0.15758228798907867,0.1784564256168423
4,128,0.14254739927058696,0.1609698076880879
4,128,0.15388903357986938,0.15640629567144387
4,128,0.15066846886961432,0.16026572774902276
4,128,0.15596332869876658,0.16439603579108447
4,128,0.15072160680066615,0.17859922596246644
4,128,0.15830457387445085,0.17100182114563933
4,128,0.14740605239168245,0.16374738852331328
4,128,0.15116098572954248,0.15665402126595035
4,128,0.15229939018218927,0.1620693508114021
4,128,0.14434939068099964,0.16321214790985655
4,128,0.15013467107939524,0.1505300995972422
4,128,0.1533605408894921,0.16926234671528362
4,128,0.1546160025129772,0.1720659228487056
4,128,0.1491351651238646,0.17105793317685536
4,128,0.13949026022232608,0.17194171902358887
4,128,0.15763824240867674,0.17086042372896512
4,128,0.15772268067173098,0.1770462716335999
4,128,0.14143989583126107,0.16023624287925553
4,128,0.14026894276485158,0.15234898715960943
4,128,0.15405589636377298,0.16136816176216723
4,128,0.1460527135028313,0.16540737685661833
4,128,0.14666537196784796,0.16356412321229463
4,128,0.15528691235056988,0.15807075345966204
4,128,0.14733879579392975,0.1663997909363159
4,128,0.14852326728293755,0.16671080125067916
4,128,0.15926892446688212,0.16880720052434356
4,128,0.14282588676602,0.15658664860059346
4,128,0.14193746246948805,0.16998280697679863
4,128,0.15828215954465638,0.15964608846983172
3,4096,0.02296243714824261,0.06536057582377172
3,4096,0.023382586828662805,0.07219147121727258
3,4096,0.023569089486558687,0.06819297730001389
3,4096,0.02300181186232513,0.0687619457194911
3,4096,0.023224293865780263,0.06912128967922619
3,4096,0.023497906374865547,0.0714579781494739
3,4096,0.023326936216250024,0.06771210169747086
3,4096,0.02326778584717052,0.0689486579052198
3,4096,0.02325508952525223,0.07212386961928541
3,4096,0.023327281554204084,0.0691722595273836
3,4096,0.023302395836264086,0.07204617948834269
3,4096,0.023316642890126943,0.06948621458798437
3,4096,0.02312308498152381,0.0666955071694072
3,4096,0.023073700753823676,0.06692697182402932
3,4096,0.023410621708478723,0.06652059166287425
3,4096,0.023395896205441344,0.06772375773639412
3,4096,0.023414193300788082,0.07055819719202905
3,4096,0.02320558133403536,0.06791663470662469
3,4096,0.023420429848600512,0.06917224310966516
3,4096,0.02321555738939831,0.07205929760745756
3,4096,0.02332588820941933,0.07097951688989036
3,4096,0.023037108225134485,0.06845576182862421
3,4096,0.022963014202699937,0.0627661948107787
3,4096,0.023503905617044983,0.06942335081561625
3,4096,0.02317818676942241,0.06755304283855579
3,4096,0.02341170314676202,0.07082755991643033
3,4096,0.023110769342264303,0.06705933458561175
3,4096,0.023535490417416354,0.07150409423533302
3,4096,0.023119636144518386,0.06870819344716272
3,4096,0.023454735351506505,0.06938051290828587
3,4096,0.023155063241826992,0.06750799906822569
3,4096,0.023448261389405405,0.06955663633136062
3,4096,0.023148368541105756,0.06441956384645589
3,4096,0.023549311147724027,0.06970933052521326
3,4096,0.02327465233839113,0.06941478807893504
3,4096,0.023154828111757685,0.07222121976136103
3,4096,0.02306672463164979,0.06771367041829905
