K,n,rho,error.osc,error.ssc.ase,error.louvain,error.ssc.A
3,2048,0.7000000000000001,0.0029296875,0.001953125,0.056640625,0.015625
3,2048,0.7000000000000001,0.005859375,0.0068359375,0.04833984375,0.01025390625
3,2048,0.7000000000000001,0.00390625,0.00390625,0.05859375,0.01318359375
3,2048,0.7000000000000001,0.00439453125,0.00341796875,0.05322265625,0.01318359375
3,2048,0.7000000000000001,0.00732421875,0.00634765625,0.05615234375,0.009765625
3,2048,0.7000000000000001,0.00341796875,0.00439453125,0.056640625,0.0107421875
3,2048,0.7000000000000001,0.0078125,0.009765625,0.0537109375,0.01416015625
3,2048,0.7000000000000001,0.001953125,0.0048828125,0.05810546875,0.01123046875
3,2048,0.7000000000000001,0.00390625,0.0087890625,0.056640625,0.01513671875
3,2048,0.7000000000000001,0.0029296875,0.00537109375,0.0615234375,0.00830078125
3,2048,0.7000000000000001,0.0029296875,0.3291015625,0.04541015625,0.0107421875
3,2048,0.7000000000000001,0.00341796875,0.001953125,0.0576171875,0.0068359375
3,2048,0.7000000000000001,0.00390625,0.0048828125,0.0546875,0.0107421875
3,2048,0.7000000000000001,0.00390625,0.00732421875,0.05029296875,0.0107421875
3,2048,0.7000000000000001,0.00146484375,0.01904296875,0.05224609375,0.0107421875
3,2048,0.7000000000000001,0.00341796875,0.0029296875,0.04638671875,0.005859375
3,2048,0.7000000000000001,0.00341796875,0.00341796875,0.0546875,0.01806640625
3,2048,0.7000000000000001,0.00244140625,9.765625e-4,0.05419921875,0.01318359375
3,2048,0.7000000000000001,0.00390625,0.00537109375,0.052734375,0.0166015625
3,2048,0.7000000000000001,0.00341796875,0.00439453125,0.0478515625,0.015625
3,2048,0.7000000000000001,0.0029296875,0.00341796875,0.05078125,0.01611328125
3,2048,0.7000000000000001,0.00244140625,0.0029296875,0.05029296875,0.01513671875
3,2048,0.7000000000000001,0.00146484375,0.00341796875,0.05517578125,0.01318359375
3,2048,0.7000000000000001,0.00439453125,0.00244140625,0.05029296875,0.01171875
3,2048,0.7000000000000001,4.8828125e-4,0.00244140625,0.05859375,0.013671875
3,2048,0.7000000000000001,0.00390625,0.00732421875,0.05908203125,0.01220703125
3,2048,0.7000000000000001,0.00146484375,0.00244140625,0.05615234375,0.01123046875
3,2048,0.9,4.8828125e-4,9.765625e-4,0.05517578125,0.00537109375
3,2048,0.9,0.00146484375,0.0029296875,0.05224609375,0.009765625
3,2048,0.9,0.001953125,4.8828125e-4,0.05029296875,0.005859375
3,2048,0.9,9.765625e-4,4.8828125e-4,0.0537109375,0.005859375
3,2048,0.9,0.00146484375,0.0078125,0.060546875,0.00830078125
3,2048,0.9,0.001953125,4.8828125e-4,0.0537109375,0.00390625
3,2048,0.9,0.00146484375,0.001953125,0.05224609375,0.00439453125
3,2048,0.9,9.765625e-4,0.00244140625,0.052734375,0.00732421875
3,2048,0.9,0.001953125,4.8828125e-4,0.0537109375,0.00732421875
3,2048,0.9,0,9.765625e-4,0.0498046875,0.0048828125
3,2048,0.9,9.765625e-4,9.765625e-4,0.0517578125,0.0068359375
3,2048,0.9,0.0029296875,0.00439453125,0.05419921875,0.0048828125
3,2048,0.9,4.8828125e-4,9.765625e-4,0.0615234375,0.00732421875
3,2048,0.9,0.001953125,9.765625e-4,0.05322265625,0.005859375
3,2048,0.9,9.765625e-4,9.765625e-4,0.064453125,0.0107421875
3,2048,0.9,0.00244140625,0.00146484375,0.0595703125,0.00830078125
3,2048,0.9,4.8828125e-4,0.00146484375,0.0546875,0.00634765625
3,2048,0.9,0.00146484375,0.02783203125,0.056640625,0.00732421875
3,2048,0.9,0.00244140625,0.00439453125,0.0517578125,0.00634765625
3,2048,0.9,9.765625e-4,0.00244140625,0.0498046875,0.005859375
3,2048,0.9,9.765625e-4,0.00244140625,0.0517578125,0.005859375
3,2048,0.9,4.8828125e-4,9.765625e-4,0.0546875,0.00634765625
3,2048,0.9,0.00146484375,0.001953125,0.05322265625,0.0068359375
3,2048,0.9,0.00341796875,9.765625e-4,0.05322265625,0.0068359375
3,2048,0.9,0.001953125,0,0.05322265625,0.00732421875
3,2048,0.9,4.8828125e-4,0.00244140625,0.0498046875,0.0048828125
3,2048,0.9,0.00146484375,0,0.056640625,0.009765625
3,2048,0.9,9.765625e-4,9.765625e-4,0.048828125,0.0087890625
3,2048,0.9,0.0029296875,4.8828125e-4,0.048828125,0.0078125
3,2048,0.9,0.0029296875,4.8828125e-4,0.0576171875,0.00634765625
3,2048,0.9,0.00146484375,9.765625e-4,0.04833984375,0.005859375
3,2048,0.9,4.8828125e-4,0.314453125,0.05419921875,0.009765625
3,2048,0.9,0.00146484375,0.00146484375,0.05419921875,0.00732421875
3,2048,0.9,9.765625e-4,0.0029296875,0.0546875,0.00537109375
3,2048,0.9,4.8828125e-4,0.00146484375,0.05859375,0.0068359375
3,2048,0.9,0.00146484375,0.0048828125,0.04541015625,0.005859375
3,2048,0.9,9.765625e-4,9.765625e-4,0.0478515625,0.00732421875
3,2048,0.9,4.8828125e-4,0.00390625,0.060546875,0.00732421875
3,2048,0.9,0.00146484375,4.8828125e-4,0.06103515625,0.00732421875
3,2048,0.9,0.00146484375,9.765625e-4,0.052734375,0.30712890625
3,2048,0.9,9.765625e-4,4.8828125e-4,0.05126953125,0.0048828125
3,2048,0.9,0.00146484375,9.765625e-4,0.0517578125,0.00732421875
3,2048,0.9,0.00244140625,9.765625e-4,0.0478515625,0.0107421875
3,2048,0.9,9.765625e-4,0.00244140625,0.05126953125,0.01171875
3,2048,0.9,0.00244140625,0.0029296875,0.052734375,0.01318359375
3,2048,0.9,0.001953125,0.00244140625,0.0576171875,0.0068359375
3,2048,0.9,4.8828125e-4,0.001953125,0.05908203125,0.00732421875
3,2048,0.9,0.00146484375,9.765625e-4,0.05126953125,0.00439453125
3,2048,0.9,4.8828125e-4,4.8828125e-4,0.044921875,0.00390625
3,2048,0.9,0.00244140625,0.00146484375,0.05615234375,0.0068359375
